,county,jurisdiction,state
1486,BENNINGTON COUNTY,PERU,VERMONT
1487,BENNINGTON COUNTY,POWNAL,VERMONT
1488,BENNINGTON COUNTY,READSBORO,VERMONT
1489,BENNINGTON COUNTY,RUPERT,VERMONT
1490,BENNINGTON COUNTY,SANDGATE,VERMONT
1491,BENNINGTON COUNTY,SEARSBURG,VERMONT
1492,BENNINGTON COUNTY,SHAFTSBURY,VERMONT
1493,BENNINGTON COUNTY,STAMFORD,VERMONT
1494,BENNINGTON COUNTY,WINHALL,VERMONT
1495,BENNINGTON COUNTY,WOODFORD,VERMONT
1496,BERKSHIRE COUNTY,ALFORD,MASSACHUSETTS
1497,BERKSHIRE COUNTY,BECKET,MASSACHUSETTS
1498,BERKSHIRE COUNTY,CHESHIRE,MASSACHUSETTS
1499,BERKSHIRE COUNTY,CLARKSBURG,MASSACHUSETTS
1500,BERKSHIRE COUNTY,EGREMONT,MASSACHUSETTS
1501,BERKSHIRE COUNTY,FLORIDA,MASSACHUSETTS
1502,BERKSHIRE COUNTY,HANCOCK,MASSACHUSETTS
1503,BERKSHIRE COUNTY,HINSDALE,MASSACHUSETTS
1504,BERKSHIRE COUNTY,LANESBOROUGH,MASSACHUSETTS
1505,BERKSHIRE COUNTY,LEE,MASSACHUSETTS
1506,BERKSHIRE COUNTY,LENOX,MASSACHUSETTS
1507,BERKSHIRE COUNTY,MONTEREY,MASSACHUSETTS
1508,BERKSHIRE COUNTY,MOUNT WASHINGTON,MASSACHUSETTS
1509,BERKSHIRE COUNTY,NEW ASHFORD,MASSACHUSETTS
1510,BERKSHIRE COUNTY,NEW MARLBOROUGH,MASSACHUSETTS
1511,BERKSHIRE COUNTY,OTIS,MASSACHUSETTS
1512,BERKSHIRE COUNTY,PERU,MASSACHUSETTS
1513,BERKSHIRE COUNTY,RICHMOND,MASSACHUSETTS
1514,BERKSHIRE COUNTY,SANDISFIELD,MASSACHUSETTS
1515,BERKSHIRE COUNTY,SAVOY,MASSACHUSETTS
1516,BERKSHIRE COUNTY,SHEFFIELD,MASSACHUSETTS
1517,BERKSHIRE COUNTY,STOCKBRIDGE,MASSACHUSETTS
1518,BERKSHIRE COUNTY,TYRINGHAM,MASSACHUSETTS
1519,BERKSHIRE COUNTY,W. STOCKBRIDGE,MASSACHUSETTS
1520,BERKSHIRE COUNTY,WASHINGTON,MASSACHUSETTS
1521,BERKSHIRE COUNTY,WINDSOR,MASSACHUSETTS
1522,CALEDONIA COUNTY,BARNET,VERMONT
1523,CALEDONIA COUNTY,BURKE,VERMONT
1524,CALEDONIA COUNTY,DANVILLE,VERMONT
1525,CALEDONIA COUNTY,GROTON,VERMONT
1526,CALEDONIA COUNTY,HARDWICK,VERMONT
1527,CALEDONIA COUNTY,KIRBY,VERMONT
1528,CALEDONIA COUNTY,LYNDON,VERMONT
1529,CALEDONIA COUNTY,NEWARK,VERMONT
1530,CALEDONIA COUNTY,PEACHAM,VERMONT
1531,CALEDONIA COUNTY,RYEGATE,VERMONT
1532,CALEDONIA COUNTY,SHEFFIELD,VERMONT
1533,CALEDONIA COUNTY,ST. JOHNSBURY,VERMONT
1534,CALEDONIA COUNTY,STANNARD,VERMONT
1535,CALEDONIA COUNTY,SUTTON,VERMONT
1536,CALEDONIA COUNTY,WALDEN,VERMONT
1537,CALEDONIA COUNTY,WATERFORD,VERMONT
1538,CALEDONIA COUNTY,WHEELOCK,VERMONT
1539,CHITTENDEN COUNTY,BOLTON,VERMONT
1540,CHITTENDEN COUNTY,CHARLOTTE,VERMONT
1541,CHITTENDEN COUNTY,HUNTINGTON,VERMONT
1542,CHITTENDEN COUNTY,JERICHO,VERMONT
1543,CHITTENDEN COUNTY,RICHMOND,VERMONT
1544,CHITTENDEN COUNTY,ST. GEORGE,VERMONT
1545,CHITTENDEN COUNTY,UNDERHILL,VERMONT
1546,CHITTENDEN COUNTY,WESTFORD,VERMONT
1547,CHITTENDEN COUNTY,WILLISTON,VERMONT
1548,CHITTENDEN COUNTY,WINOOSKI,VERMONT
1549,CUMBERLAND COUNTY,BALDWIN,MAINE
1550,CUMBERLAND COUNTY,BRIDGTON,MAINE
1551,CUMBERLAND COUNTY,BRUNSWICK,MAINE
1552,CUMBERLAND COUNTY,CAPE ELIZABETH,MAINE
1553,CUMBERLAND COUNTY,CASCO,MAINE
1554,CUMBERLAND COUNTY,CUMBERLAND,MAINE
1555,BEE COUNTY,BEE,TEXAS
1556,CUMBERLAND COUNTY,FALMOUTH,MAINE
1557,GARVIN COUNTY,GARVIN,OKLAHOMA
1558,CUMBERLAND COUNTY,FREEPORT,MAINE
1559,CUMBERLAND COUNTY,FRYE ISLAND,MAINE
1560,CUMBERLAND COUNTY,GRAY,MAINE
1561,CUMBERLAND COUNTY,HARRISON,MAINE
1562,CUMBERLAND COUNTY,LONG ISLAND,MAINE
1563,CUMBERLAND COUNTY,NAPLES,MAINE
1564,CUMBERLAND COUNTY,NEW GLOUCESTER,MAINE
1565,CUMBERLAND COUNTY,NORTH YARMOUTH,MAINE
1566,CUMBERLAND COUNTY,POWNAL,MAINE
1567,CUMBERLAND COUNTY,RAYMOND,MAINE
1568,CUMBERLAND COUNTY,SCARBOROUGH,MAINE
1569,CUMBERLAND COUNTY,SEBAGO,MAINE
1570,CUMBERLAND COUNTY,STANDISH,MAINE
1571,CUMBERLAND COUNTY,WINDHAM,MAINE
1572,CUMBERLAND COUNTY,YARMOUTH,MAINE
1573,DUKES COUNTY,AQUINNAH,MASSACHUSETTS
1574,DUKES COUNTY,CHILMARK,MASSACHUSETTS
1575,DUKES COUNTY,EDGARTOWN,MASSACHUSETTS
1576,DUKES COUNTY,GOSNOLD,MASSACHUSETTS
1577,DUKES COUNTY,OAK BLUFFS,MASSACHUSETTS
1578,DUKES COUNTY,TISBURY,MASSACHUSETTS
1579,DUKES COUNTY,W. TISBURY,MASSACHUSETTS
1580,ESSEX COUNTY,ESSEX,MASSACHUSETTS
1581,ESSEX COUNTY,MANCHESTER-BY-THE-SEA,MASSACHUSETTS
1582,ESSEX COUNTY,NAHANT,MASSACHUSETTS
1583,CALHOUN COUNTY,CALHOUN,TEXAS
1584,ESSEX COUNTY,ROWLEY,MASSACHUSETTS
1585,ESSEX COUNTY,TOPSFIELD,MASSACHUSETTS
1586,ESSEX COUNTY,W. NEWBURY,MASSACHUSETTS
1587,ESSEX COUNTY,WENHAM,MASSACHUSETTS
1588,ESSEX COUNTY,BLOOMFIELD,VERMONT
1589,ESSEX COUNTY,BRIGHTON,VERMONT
1590,ESSEX COUNTY,BRUNSWICK,VERMONT
1591,ESSEX COUNTY,CANAAN,VERMONT
1592,ESSEX COUNTY,CONCORD,VERMONT
1593,ESSEX COUNTY,E. HAVEN,VERMONT
1594,ESSEX COUNTY,GRANBY,VERMONT
1595,ESSEX COUNTY,GUILDHALL,VERMONT
1596,ESSEX COUNTY,LEMINGTON,VERMONT
1597,ESSEX COUNTY,LUNENBURG,VERMONT
1598,ESSEX COUNTY,MAIDSTONE,VERMONT
1599,ESSEX COUNTY,NORTON,VERMONT
1600,ESSEX COUNTY,VICTORY,VERMONT
1601,FRANKLIN COUNTY,AVON,MAINE
1602,FRANKLIN COUNTY,CARRABASSETT VALLEY,MAINE
1603,FRANKLIN COUNTY,CARTHAGE,MAINE
1604,FRANKLIN COUNTY,CHESTERVILLE,MAINE
1605,FRANKLIN COUNTY,COPLIN PLT,MAINE
1606,FRANKLIN COUNTY,DALLAS PLT,MAINE
1607,FRANKLIN COUNTY,EUSTIS,MAINE
1608,FRANKLIN COUNTY,FARMINGTON,MAINE
1609,FRANKLIN COUNTY,INDUSTRY,MAINE
1610,FRANKLIN COUNTY,JAY,MAINE
1611,FRANKLIN COUNTY,KINGFIELD,MAINE
1612,FRANKLIN COUNTY,NEW SHARON,MAINE
1613,FRANKLIN COUNTY,NEW VINEYARD,MAINE
1614,FRANKLIN COUNTY,PHILLIPS,MAINE
1615,OSAGE COUNTY,OSAGE,OKLAHOMA
1616,JOHNSON COUNTY,JOHNSON,TEXAS
1617,FRANKLIN COUNTY,RANGELEY,MAINE
1618,FRANKLIN COUNTY,RANGELEY PLT,MAINE
1619,FRANKLIN COUNTY,SANDY RIVER PLT,MAINE
1620,FRANKLIN COUNTY,STRONG,MAINE
1621,FRANKLIN COUNTY,TEMPLE,MAINE
1622,FRANKLIN COUNTY,WELD,MAINE
1623,FRANKLIN COUNTY,WILTON,MAINE
1624,FRANKLIN COUNTY,ASHFIELD,MASSACHUSETTS
1625,FRANKLIN COUNTY,BERNARDSTON,MASSACHUSETTS
1626,FRANKLIN COUNTY,BUCKLAND,MASSACHUSETTS
1627,FRANKLIN COUNTY,CHARLEMONT,MASSACHUSETTS
1628,FRANKLIN COUNTY,COLRAIN,MASSACHUSETTS
1629,FRANKLIN COUNTY,CONWAY,MASSACHUSETTS
1630,FRANKLIN COUNTY,DEERFIELD,MASSACHUSETTS
1631,FRANKLIN COUNTY,ERVING,MASSACHUSETTS
1632,FRANKLIN COUNTY,GILL,MASSACHUSETTS
1633,FRANKLIN COUNTY,HAWLEY,MASSACHUSETTS
1634,FRANKLIN COUNTY,HEATH,MASSACHUSETTS
1635,FRANKLIN COUNTY,LEVERETT,MASSACHUSETTS
1636,FRANKLIN COUNTY,LEYDEN,MASSACHUSETTS
1637,FRANKLIN COUNTY,MONROE,MASSACHUSETTS
1638,FRANKLIN COUNTY,NEW SALEM,MASSACHUSETTS
1639,FRANKLIN COUNTY,NORTHFIELD,MASSACHUSETTS
1640,FRANKLIN COUNTY,ROWE,MASSACHUSETTS
1641,FRANKLIN COUNTY,SHELBURNE,MASSACHUSETTS
1642,FRANKLIN COUNTY,SHUTESBURY,MASSACHUSETTS
1643,FRANKLIN COUNTY,SUNDERLAND,MASSACHUSETTS
1644,FRANKLIN COUNTY,WARWICK,MASSACHUSETTS
1645,FRANKLIN COUNTY,WENDELL,MASSACHUSETTS
1646,FRANKLIN COUNTY,WHATELY,MASSACHUSETTS
1647,FRANKLIN COUNTY,BAKERSFIELD,VERMONT
1648,FRANKLIN COUNTY,BERKSHIRE,VERMONT
1649,FRANKLIN COUNTY,ENOSBURGH,VERMONT
1650,FRANKLIN COUNTY,FAIRFAX,VERMONT
1651,FRANKLIN COUNTY,FAIRFIELD,VERMONT
1652,FRANKLIN COUNTY,FLETCHER,VERMONT
1653,FRANKLIN COUNTY,FRANKLIN,VERMONT
1654,FRANKLIN COUNTY,GEORGIA,VERMONT
1655,FRANKLIN COUNTY,HIGHGATE,VERMONT
1656,FRANKLIN COUNTY,MONTGOMERY,VERMONT
1657,FRANKLIN COUNTY,RICHFORD,VERMONT
1658,FRANKLIN COUNTY,SHELDON,VERMONT
1659,FRANKLIN COUNTY,ST. ALBANS CITY,VERMONT
1660,FRANKLIN COUNTY,SWANTON,VERMONT
1661,GRAND ISLE COUNTY,ALBURGH,VERMONT
1662,GRAND ISLE COUNTY,GRAND ISLE,VERMONT
1663,GRAND ISLE COUNTY,ISLE LA MOTTE,VERMONT
1664,GRAND ISLE COUNTY,N. HERO,VERMONT
1665,GRAND ISLE COUNTY,S. HERO,VERMONT
1666,HAMPDEN COUNTY,BLANDFORD,MASSACHUSETTS
1667,HAMPDEN COUNTY,BRIMFIELD,MASSACHUSETTS
1668,HAMPDEN COUNTY,CHESTER,MASSACHUSETTS
1669,HAMPDEN COUNTY,GRANVILLE,MASSACHUSETTS
1670,HAMPDEN COUNTY,HAMPDEN,MASSACHUSETTS
1671,HAMPDEN COUNTY,HOLLAND,MASSACHUSETTS
1672,HAMPDEN COUNTY,MONTGOMERY,MASSACHUSETTS
1673,HAMPDEN COUNTY,RUSSELL,MASSACHUSETTS
1674,HAMPDEN COUNTY,TOLLAND,MASSACHUSETTS
1675,HAMPDEN COUNTY,WALES,MASSACHUSETTS
1676,HAMPSHIRE COUNTY,CHESTERFIELD,MASSACHUSETTS
1677,HAMPSHIRE COUNTY,CUMMINGTON,MASSACHUSETTS
1678,HAMPSHIRE COUNTY,GOSHEN,MASSACHUSETTS
1679,HAMPSHIRE COUNTY,HADLEY,MASSACHUSETTS
1680,HAMPSHIRE COUNTY,HATFIELD,MASSACHUSETTS
1681,JONES COUNTY,JONES,TEXAS
1682,HAMPSHIRE COUNTY,HUNTINGTON,MASSACHUSETTS
1683,HAMPSHIRE COUNTY,MIDDLEFIELD,MASSACHUSETTS
1684,HAMPSHIRE COUNTY,PELHAM,MASSACHUSETTS
1685,HAMPSHIRE COUNTY,PLAINFIELD,MASSACHUSETTS
1686,HAMPSHIRE COUNTY,SOUTHAMPTON,MASSACHUSETTS
1687,HAMPSHIRE COUNTY,WESTHAMPTON,MASSACHUSETTS
1688,HAMPSHIRE COUNTY,WILLIAMSBURG,MASSACHUSETTS
1689,HAMPSHIRE COUNTY,WORTHINGTON,MASSACHUSETTS
1690,HANCOCK COUNTY,AMHERST,MAINE
1691,HANCOCK COUNTY,AURORA,MAINE
1692,HANCOCK COUNTY,BAR HARBOR,MAINE
1693,HANCOCK COUNTY,BLUE HILL,MAINE
1694,HANCOCK COUNTY,BROOKLIN,MAINE
1695,HANCOCK COUNTY,BROOKSVILLE,MAINE
1696,HANCOCK COUNTY,BUCKSPORT,MAINE
1697,HANCOCK COUNTY,CASTINE,MAINE
1698,HANCOCK COUNTY,CRANBERRY ISLES,MAINE
1699,HANCOCK COUNTY,DEDHAM,MAINE
1700,HANCOCK COUNTY,DEER ISLE,MAINE
1701,HANCOCK COUNTY,EASTBROOK,MAINE
1702,HANCOCK COUNTY,FRANKLIN,MAINE
1703,HANCOCK COUNTY,FRENCHBORO,MAINE
1704,HANCOCK COUNTY,GOULDSBORO,MAINE
1705,HANCOCK COUNTY,GREAT POND,MAINE
1706,HANCOCK COUNTY,HANCOCK,MAINE
1707,HANCOCK COUNTY,LAMOINE,MAINE
1708,HANCOCK COUNTY,MARIAVILLE,MAINE
1709,HANCOCK COUNTY,MOUNT DESERT,MAINE
1710,HANCOCK COUNTY,ORLAND,MAINE
1711,HANCOCK COUNTY,OSBORN,MAINE
1712,HANCOCK COUNTY,OTIS,MAINE
1713,HANCOCK COUNTY,PENOBSCOT,MAINE
1714,HANCOCK COUNTY,SEDGWICK,MAINE
1715,HANCOCK COUNTY,SORRENTO,MAINE
1716,HANCOCK COUNTY,SOUTHWEST HARBOR,MAINE
1717,HANCOCK COUNTY,STONINGTON,MAINE
1718,HANCOCK COUNTY,SULLIVAN,MAINE
1719,HANCOCK COUNTY,SURRY,MAINE
1720,HANCOCK COUNTY,SWANS ISLAND,MAINE
1721,HANCOCK COUNTY,TREMONT,MAINE
1722,HANCOCK COUNTY,TRENTON,MAINE
1723,HANCOCK COUNTY,VERONA ISLAND,MAINE
1724,HANCOCK COUNTY,WALTHAM,MAINE
1725,HANCOCK COUNTY,WINTER HARBOR,MAINE
1726,KARNES COUNTY,KARNES,TEXAS
1727,KENNEBEC COUNTY,ALBION,MAINE
1728,KENNEBEC COUNTY,BELGRADE,MAINE
1729,KENNEBEC COUNTY,BENTON,MAINE
1730,KENNEBEC COUNTY,CHELSEA,MAINE
1731,KENNEBEC COUNTY,CHINA,MAINE
1732,KENNEBEC COUNTY,CLINTON,MAINE
1733,KENNEBEC COUNTY,FARMINGDALE,MAINE
1734,KENNEBEC COUNTY,FAYETTE,MAINE
1735,KENNEBEC COUNTY,GARDINER,MAINE
1736,KENNEBEC COUNTY,HALLOWELL,MAINE
1737,KENNEBEC COUNTY,LITCHFIELD,MAINE
1738,KENNEBEC COUNTY,MANCHESTER,MAINE
1739,KENNEBEC COUNTY,MONMOUTH,MAINE
1740,KENNEBEC COUNTY,MOUNT VERNON,MAINE
1741,KENNEBEC COUNTY,OAKLAND,MAINE
1742,KENNEBEC COUNTY,PITTSTON,MAINE
1743,KENNEBEC COUNTY,RANDOLPH,MAINE
1744,KENNEBEC COUNTY,READFIELD,MAINE
1745,KENNEBEC COUNTY,ROME,MAINE
1746,KENNEBEC COUNTY,SIDNEY,MAINE
1747,KENNEBEC COUNTY,VASSALBORO,MAINE
1748,KENNEBEC COUNTY,VIENNA,MAINE
1749,KENNEBEC COUNTY,WATERVILLE,MAINE
1750,KENNEBEC COUNTY,WAYNE,MAINE
1751,KENNEBEC COUNTY,WEST GARDINER,MAINE
1752,KENNEBEC COUNTY,WINDSOR,MAINE
1753,KENNEBEC COUNTY,WINSLOW,MAINE
1754,KENNEBEC COUNTY,WINTHROP,MAINE
1755,KNOX COUNTY,APPLETON,MAINE
1756,KNOX COUNTY,CAMDEN,MAINE
1757,KNOX COUNTY,CUSHING,MAINE
1758,KNOX COUNTY,FRIENDSHIP,MAINE
1759,KNOX COUNTY,HOPE,MAINE
1760,KNOX COUNTY,ISLE AU HAUT,MAINE
1761,KNOX COUNTY,MATINICUS ISLE PLT,MAINE
1762,KNOX COUNTY,NORTH HAVEN,MAINE
1763,KNOX COUNTY,OWLS HEAD,MAINE
1764,KNOX COUNTY,ROCKLAND,MAINE
1765,KNOX COUNTY,ROCKPORT,MAINE
1766,KNOX COUNTY,SAINT GEORGE,MAINE
1767,KNOX COUNTY,SOUTH THOMASTON,MAINE
1768,KNOX COUNTY,THOMASTON,MAINE
1769,KNOX COUNTY,UNION,MAINE
1770,KNOX COUNTY,VINALHAVEN,MAINE
1771,KNOX COUNTY,WARREN,MAINE
1772,KNOX COUNTY,WASHINGTON,MAINE
1773,KNOX COUNTY,WASHINGTON TWP,MAINE
1774,LAMOILLE COUNTY,BELVIDERE,VERMONT
1775,LAMOILLE COUNTY,CAMBRIDGE,VERMONT
1776,LAMOILLE COUNTY,EDEN,VERMONT
1777,LAMOILLE COUNTY,ELMORE,VERMONT
1778,LAMOILLE COUNTY,HYDE PARK,VERMONT
1779,LAMOILLE COUNTY,JOHNSON,VERMONT
1780,LAMOILLE COUNTY,MORRISTOWN,VERMONT
1781,LAMOILLE COUNTY,STOWE,VERMONT
1782,LAMOILLE COUNTY,WATERVILLE,VERMONT
1783,LAMOILLE COUNTY,WOLCOTT,VERMONT
1784,LINCOLN COUNTY,ALNA,MAINE
1785,LINCOLN COUNTY,BOOTHBAY,MAINE
1786,LINCOLN COUNTY,BOOTHBAY HARBOR,MAINE
1787,LINCOLN COUNTY,BREMEN,MAINE
1788,LINCOLN COUNTY,BRISTOL,MAINE
1789,LINCOLN COUNTY,DAMARISCOTTA,MAINE
1790,LINCOLN COUNTY,DRESDEN,MAINE
1791,LINCOLN COUNTY,EDGECOMB,MAINE
1792,LINCOLN COUNTY,JEFFERSON,MAINE
1793,LINCOLN COUNTY,MONHEGAN ISLAND PLT,MAINE
1794,LINCOLN COUNTY,NEWCASTLE,MAINE
1795,OTTAWA COUNTY,OTTAWA,OKLAHOMA
1796,LINCOLN COUNTY,NOBLEBORO,MAINE
1797,LINCOLN COUNTY,SOMERVILLE,MAINE
1798,LINCOLN COUNTY,SOUTH BRISTOL,MAINE
1799,LINCOLN COUNTY,SOUTHPORT,MAINE
1800,LINCOLN COUNTY,WALDOBORO,MAINE
1801,LINCOLN COUNTY,WESTPORT ISLAND,MAINE
1802,LINCOLN COUNTY,WHITEFIELD,MAINE
1803,LINCOLN COUNTY,WISCASSET,MAINE
1804,MIDDLESEX COUNTY,ASHBY,MASSACHUSETTS
1805,MIDDLESEX COUNTY,BOXBOROUGH,MASSACHUSETTS
1806,MIDDLESEX COUNTY,CARLISLE,MASSACHUSETTS
1807,MIDDLESEX COUNTY,DUNSTABLE,MASSACHUSETTS
1808,MIDDLESEX COUNTY,SHERBORN,MASSACHUSETTS
1809,MIDDLESEX COUNTY,SHIRLEY,MASSACHUSETTS
1810,KAUFMAN COUNTY,KAUFMAN,TEXAS
1811,NANTUCKET COUNTY,NANTUCKET,MASSACHUSETTS
1812,NORFOLK COUNTY,AVON,MASSACHUSETTS
1813,ORANGE COUNTY,BRADFORD,VERMONT
1814,ORANGE COUNTY,BRAINTREE,VERMONT
1815,ORANGE COUNTY,BROOKFIELD,VERMONT
1816,ORANGE COUNTY,CHELSEA,VERMONT
1817,ORANGE COUNTY,CORINTH,VERMONT
1818,ORANGE COUNTY,FAIRLEE,VERMONT
1819,ORANGE COUNTY,NEWBURY,VERMONT
1820,ORANGE COUNTY,ORANGE,VERMONT
1821,ORANGE COUNTY,RANDOLPH,VERMONT
1822,ORANGE COUNTY,STRAFFORD,VERMONT
1823,ORANGE COUNTY,THETFORD,VERMONT
1824,ORANGE COUNTY,TOPSHAM,VERMONT
1825,ORANGE COUNTY,TUNBRIDGE,VERMONT
1826,ORANGE COUNTY,VERSHIRE,VERMONT
1827,ORANGE COUNTY,W. FAIRLEE,VERMONT
1828,ORANGE COUNTY,WASHINGTON,VERMONT
1829,ORANGE COUNTY,WILLIAMSTOWN,VERMONT
1830,ORLEANS COUNTY,ALBANY,VERMONT
1831,ORLEANS COUNTY,BARTON,VERMONT
1832,ORLEANS COUNTY,BROWNINGTON,VERMONT
1833,ORLEANS COUNTY,CHARLESTON,VERMONT
1834,ORLEANS COUNTY,COVENTRY,VERMONT
1835,ORLEANS COUNTY,CRAFTSBURY,VERMONT
1836,ORLEANS COUNTY,DERBY,VERMONT
1837,ORLEANS COUNTY,GLOVER,VERMONT
1838,ORLEANS COUNTY,GREENSBORO,VERMONT
1839,ORLEANS COUNTY,HOLLAND,VERMONT
1840,ORLEANS COUNTY,IRASBURG,VERMONT
1841,ORLEANS COUNTY,JAY,VERMONT
1842,ORLEANS COUNTY,LOWELL,VERMONT
1843,ORLEANS COUNTY,MORGAN,VERMONT
1844,ORLEANS COUNTY,NEWPORT CITY,VERMONT
1845,ORLEANS COUNTY,NEWPORT TOWN,VERMONT
1846,ORLEANS COUNTY,WESTFIELD,VERMONT
1847,ORLEANS COUNTY,WESTMORE,VERMONT
1848,OXFORD COUNTY,ANDOVER,MAINE
1849,OXFORD COUNTY,BETHEL,MAINE
1850,OXFORD COUNTY,BROWNFIELD,MAINE
1851,KENDALL COUNTY,KENDALL,TEXAS
1852,OXFORD COUNTY,BUCKFIELD,MAINE
1853,OXFORD COUNTY,BYRON,MAINE
1854,OXFORD COUNTY,CANTON,MAINE
1855,OXFORD COUNTY,DENMARK,MAINE
1856,OXFORD COUNTY,DIXFIELD,MAINE
1857,OXFORD COUNTY,FRYEBURG,MAINE
1858,OXFORD COUNTY,GILEAD,MAINE
1859,OXFORD COUNTY,GREENWOOD,MAINE
1860,OXFORD COUNTY,HANOVER,MAINE
1861,OXFORD COUNTY,HARTFORD,MAINE
1862,OXFORD COUNTY,HEBRON,MAINE
1863,OXFORD COUNTY,HIRAM,MAINE
1864,OXFORD COUNTY,LINCOLN,MAINE
1865,OXFORD COUNTY,LINCOLN PLT,MAINE
1866,OXFORD COUNTY,LOVELL,MAINE
1867,OXFORD COUNTY,MAGALLOWAY PLT,MAINE
1868,OXFORD COUNTY,MEXICO,MAINE
1869,OXFORD COUNTY,NEWRY,MAINE
1870,OXFORD COUNTY,NORWAY,MAINE
1871,OXFORD COUNTY,OTISFIELD,MAINE
1872,OXFORD COUNTY,OXFORD,MAINE
1873,OXFORD COUNTY,PARIS,MAINE
1874,OXFORD COUNTY,PERU,MAINE
1875,OXFORD COUNTY,PORTER,MAINE
1876,OXFORD COUNTY,ROXBURY,MAINE
1877,OXFORD COUNTY,RUMFORD,MAINE
1878,OXFORD COUNTY,STONEHAM,MAINE
1879,OXFORD COUNTY,STOW,MAINE
1880,OXFORD COUNTY,SUMNER,MAINE
1881,OXFORD COUNTY,SWEDEN,MAINE
1882,OXFORD COUNTY,UPTON,MAINE
1883,OXFORD COUNTY,WATERFORD,MAINE
1884,OXFORD COUNTY,WEST PARIS,MAINE
1885,OXFORD COUNTY,WOODSTOCK,MAINE
1886,PENOBSCOT COUNTY,ALTON,MAINE
1887,PENOBSCOT COUNTY,BANGOR,MAINE
1888,PENOBSCOT COUNTY,BRADFORD,MAINE
1889,PENOBSCOT COUNTY,BRADLEY,MAINE
1890,PENOBSCOT COUNTY,BREWER,MAINE
1891,PENOBSCOT COUNTY,BURLINGTON,MAINE
1892,PENOBSCOT COUNTY,CARMEL,MAINE
1893,PENOBSCOT COUNTY,CARROLL PLT,MAINE
1894,PENOBSCOT COUNTY,CHARLESTON,MAINE
1895,PENOBSCOT COUNTY,CHESTER,MAINE
1896,PENOBSCOT COUNTY,CLIFTON,MAINE
1897,PENOBSCOT COUNTY,CORINNA,MAINE
1898,PENOBSCOT COUNTY,CORINTH,MAINE
1899,PENOBSCOT COUNTY,DEXTER,MAINE
1900,PENOBSCOT COUNTY,DIXMONT,MAINE
1901,PENOBSCOT COUNTY,DREW PLT,MAINE
1902,PENOBSCOT COUNTY,EAST MILLINOCKET,MAINE
1903,PENOBSCOT COUNTY,EDDINGTON,MAINE
1904,PENOBSCOT COUNTY,EDINBURG,MAINE
1905,PENOBSCOT COUNTY,ENFIELD,MAINE
1906,PENOBSCOT COUNTY,ETNA,MAINE
1907,PENOBSCOT COUNTY,EXETER,MAINE
1908,PENOBSCOT COUNTY,GARLAND,MAINE
1909,PENOBSCOT COUNTY,GLENBURN,MAINE
1910,PENOBSCOT COUNTY,GREENBUSH,MAINE
1911,PENOBSCOT COUNTY,HAMPDEN,MAINE
1912,PENOBSCOT COUNTY,HERMON,MAINE
1913,PENOBSCOT COUNTY,HOLDEN,MAINE
1914,PENOBSCOT COUNTY,HOWLAND,MAINE
1915,PENOBSCOT COUNTY,HUDSON,MAINE
1916,PENOBSCOT COUNTY,KENDUSKEAG,MAINE
1917,PENOBSCOT COUNTY,KINGMAN TWP,MAINE
1918,PENOBSCOT COUNTY,LAGRANGE,MAINE
1919,PENOBSCOT COUNTY,LAKEVILLE,MAINE
1920,PENOBSCOT COUNTY,LEE,MAINE
1921,PENOBSCOT COUNTY,LEVANT,MAINE
1922,PENOBSCOT COUNTY,LOWELL,MAINE
1923,PENOBSCOT COUNTY,MATTAWAMKEAG,MAINE
1924,PENOBSCOT COUNTY,MAXFIELD,MAINE
1925,PENOBSCOT COUNTY,MEDWAY,MAINE
1926,PENOBSCOT COUNTY,MILFORD,MAINE
1927,PENOBSCOT COUNTY,MILLINOCKET,MAINE
1928,PENOBSCOT COUNTY,MOUNT CHASE,MAINE
1929,PENOBSCOT COUNTY,NEWBURGH,MAINE
1930,PENOBSCOT COUNTY,NEWPORT,MAINE
1931,PENOBSCOT COUNTY,OLD ORCHARD BEACH,MAINE
1932,PENOBSCOT COUNTY,ORONO,MAINE
1933,PENOBSCOT COUNTY,ORRINGTON,MAINE
1934,PENOBSCOT COUNTY,PASSADUMKEAG,MAINE
1935,PENOBSCOT COUNTY,PATTEN,MAINE
1936,PENOBSCOT COUNTY,PENOBSCOT NATION VOTING DISTRICT,MAINE
1937,PENOBSCOT COUNTY,PLYMOUTH,MAINE
1938,PENOBSCOT COUNTY,PRENTISS TWP,MAINE
1939,PENOBSCOT COUNTY,SEBOEIS PLT,MAINE
1940,PENOBSCOT COUNTY,SPRINGFIELD,MAINE
1941,PENOBSCOT COUNTY,STACYVILLE,MAINE
1942,PENOBSCOT COUNTY,STETSON,MAINE
1943,PENOBSCOT COUNTY,VEAZIE,MAINE
1944,PENOBSCOT COUNTY,WEBSTER PLT,MAINE
1945,PENOBSCOT COUNTY,WINN,MAINE
1946,PENOBSCOT COUNTY,WOODVILLE,MAINE
1947,PISCATAQUIS COUNTY,ABBOT,MAINE
1948,PISCATAQUIS COUNTY,ATKINSON,MAINE
1949,PISCATAQUIS COUNTY,BEAVER COVE,MAINE
1950,PISCATAQUIS COUNTY,BOWERBANK,MAINE
1951,PISCATAQUIS COUNTY,BROWNVILLE,MAINE
1952,PISCATAQUIS COUNTY,DOVER-FOXCROFT,MAINE
1953,PISCATAQUIS COUNTY,GREENVILLE,MAINE
1954,PISCATAQUIS COUNTY,GUILFORD,MAINE
