,county,jurisdiction,state
1467,PENOBSCOT COUNTY,EDINBURG,MAINE
1468,PENOBSCOT COUNTY,ENFIELD,MAINE
1469,PENOBSCOT COUNTY,ETNA,MAINE
1470,PENOBSCOT COUNTY,EXETER,MAINE
1471,PENOBSCOT COUNTY,GARLAND,MAINE
1472,PENOBSCOT COUNTY,GLENBURN,MAINE
1473,PENOBSCOT COUNTY,GREENBUSH,MAINE
1474,PENOBSCOT COUNTY,HAMPDEN,MAINE
1475,PENOBSCOT COUNTY,HERMON,MAINE
1476,PENOBSCOT COUNTY,HOLDEN,MAINE
1477,PENOBSCOT COUNTY,HOWLAND,MAINE
1478,PENOBSCOT COUNTY,HUDSON,MAINE
1479,PENOBSCOT COUNTY,KENDUSKEAG,MAINE
1480,PENOBSCOT COUNTY,KINGMAN TWP,MAINE
1481,PENOBSCOT COUNTY,LAGRANGE,MAINE
1482,PENOBSCOT COUNTY,LAKEVILLE,MAINE
1483,PENOBSCOT COUNTY,LEE,MAINE
1484,WHARTON COUNTY,WHARTON,TEXAS
1485,PENOBSCOT COUNTY,LEVANT,MAINE
1486,PENOBSCOT COUNTY,LOWELL,MAINE
1487,PENOBSCOT COUNTY,MATTAWAMKEAG,MAINE
1488,PENOBSCOT COUNTY,MAXFIELD,MAINE
1489,PENOBSCOT COUNTY,MEDWAY,MAINE
1490,PENOBSCOT COUNTY,MILFORD,MAINE
1491,PENOBSCOT COUNTY,MILLINOCKET,MAINE
1492,PENOBSCOT COUNTY,MOUNT CHASE,MAINE
1493,PENOBSCOT COUNTY,NEWBURGH,MAINE
1494,PENOBSCOT COUNTY,NEWPORT,MAINE
1495,PENOBSCOT COUNTY,OLD ORCHARD BEACH,MAINE
1496,PENOBSCOT COUNTY,ORONO,MAINE
1497,PENOBSCOT COUNTY,ORRINGTON,MAINE
1498,PENOBSCOT COUNTY,PASSADUMKEAG,MAINE
1499,PENOBSCOT COUNTY,PATTEN,MAINE
1500,PENOBSCOT COUNTY,PENOBSCOT NATION VOTING DISTRICT,MAINE
1501,PENOBSCOT COUNTY,PLYMOUTH,MAINE
1502,PENOBSCOT COUNTY,PRENTISS TWP,MAINE
1503,PENOBSCOT COUNTY,SEBOEIS PLT,MAINE
1504,PENOBSCOT COUNTY,SPRINGFIELD,MAINE
1505,PENOBSCOT COUNTY,STACYVILLE,MAINE
1506,PENOBSCOT COUNTY,STETSON,MAINE
1507,PENOBSCOT COUNTY,VEAZIE,MAINE
1508,PENOBSCOT COUNTY,WEBSTER PLT,MAINE
1509,PENOBSCOT COUNTY,WINN,MAINE
1510,PENOBSCOT COUNTY,WOODVILLE,MAINE
1511,PISCATAQUIS COUNTY,ABBOT,MAINE
1512,PISCATAQUIS COUNTY,ATKINSON,MAINE
1513,PISCATAQUIS COUNTY,BEAVER COVE,MAINE
1514,ARCHER COUNTY,ARCHER,TEXAS
1515,PISCATAQUIS COUNTY,BOWERBANK,MAINE
1516,PISCATAQUIS COUNTY,BROWNVILLE,MAINE
1517,PISCATAQUIS COUNTY,DOVER-FOXCROFT,MAINE
1518,PISCATAQUIS COUNTY,GREENVILLE,MAINE
1519,WHEELER COUNTY,WHEELER,TEXAS
1520,PISCATAQUIS COUNTY,GUILFORD,MAINE
1521,PISCATAQUIS COUNTY,KINGSBURY PLT,MAINE
1522,PISCATAQUIS COUNTY,LAKE VIEW PLT,MAINE
1523,PISCATAQUIS COUNTY,MEDFORD,MAINE
1524,PISCATAQUIS COUNTY,MILO,MAINE
1525,PISCATAQUIS COUNTY,MONSON,MAINE
1526,PISCATAQUIS COUNTY,PARKMAN,MAINE
1527,PISCATAQUIS COUNTY,SANGERVILLE,MAINE
1528,PISCATAQUIS COUNTY,SEBEC,MAINE
1529,PISCATAQUIS COUNTY,SHIRLEY,MAINE
1530,PISCATAQUIS COUNTY,WELLINGTON,MAINE
1531,PISCATAQUIS COUNTY,WILLIMANTIC,MAINE
1532,SAGADAHOC COUNTY,ARROWSIC,MAINE
1533,SAGADAHOC COUNTY,BATH,MAINE
1534,SAGADAHOC COUNTY,BOWDOIN,MAINE
1535,SAGADAHOC COUNTY,BOWDOINHAM,MAINE
1536,SAGADAHOC COUNTY,GEORGETOWN,MAINE
1537,SAGADAHOC COUNTY,PHIPPSBURG,MAINE
1538,SAGADAHOC COUNTY,RICHMOND,MAINE
1539,SAGADAHOC COUNTY,TOPSHAM,MAINE
1540,SAGADAHOC COUNTY,WEST BATH,MAINE
1541,SAGADAHOC COUNTY,WOOLWICH,MAINE
1542,SOMERSET COUNTY,ANSON,MAINE
1543,SOMERSET COUNTY,ATHENS,MAINE
1544,SOMERSET COUNTY,BINGHAM,MAINE
1545,SOMERSET COUNTY,BRIGHTON PLT,MAINE
1546,WICHITA COUNTY,WICHITA,TEXAS
1547,SOMERSET COUNTY,CAMBRIDGE,MAINE
1548,SOMERSET COUNTY,CANAAN,MAINE
1549,SOMERSET COUNTY,CARATUNK,MAINE
1550,SOMERSET COUNTY,CORNVILLE,MAINE
1551,SOMERSET COUNTY,DENNISTOWN PLT,MAINE
1552,SOMERSET COUNTY,DETROIT,MAINE
1553,SOMERSET COUNTY,EMBDEN,MAINE
1554,SOMERSET COUNTY,FAIRFIELD,MAINE
1555,SOMERSET COUNTY,HARMONY,MAINE
1556,SOMERSET COUNTY,HARTLAND,MAINE
1557,SOMERSET COUNTY,HIGHLAND PLT,MAINE
1558,SOMERSET COUNTY,JACKMAN,MAINE
1559,SOMERSET COUNTY,MADISON,MAINE
1560,SOMERSET COUNTY,MERCER,MAINE
1561,SOMERSET COUNTY,MOOSE RIVER,MAINE
1562,SOMERSET COUNTY,MOSCOW,MAINE
1563,SOMERSET COUNTY,NORRIDGEWOCK,MAINE
1564,SOMERSET COUNTY,PALMYRA,MAINE
1565,SOMERSET COUNTY,PITTSFIELD,MAINE
1566,SOMERSET COUNTY,PLEASANT RIDGE PLT,MAINE
1567,SOMERSET COUNTY,RIPLEY,MAINE
1568,SOMERSET COUNTY,SAINT ALBANS,MAINE
1569,SOMERSET COUNTY,SKOWHEGAN,MAINE
1570,HASKELL COUNTY,HASKELL,TEXAS
1571,SOMERSET COUNTY,SMITHFIELD,MAINE
1572,SOMERSET COUNTY,SOLON,MAINE
1573,SOMERSET COUNTY,STARKS,MAINE
1574,SOMERSET COUNTY,THE FORKS PLT,MAINE
1575,SOMERSET COUNTY,WEST FORKS PLT,MAINE
1576,UNKNOWN,ALBANY TWP,MAINE
1577,UNKNOWN,ARGYLE TOWNSHIP,MAINE
1578,UNKNOWN,BARNARD TWP/EBEEMEE TWP/T4 R9 NWP/WILLIAMSBURG TWP,MAINE
1579,UNKNOWN,BERRY TWP/CATHANCE TWP/MARION TWP,MAINE
1580,UNKNOWN,BIG TWENTY TWP/T15 R15 WELS,MAINE
1581,UNKNOWN,CATHANCE TWP,MAINE
1582,UNKNOWN,CENTERVILLE TWP,MAINE
1583,UNKNOWN,CHEBEAGUE ISLAND,MAINE
1584,UNKNOWN,CONCORD TOWNSHIP,MAINE
1585,UNKNOWN,CRIEHAVEN TOWNSHIP,MAINE
1586,UNKNOWN,CROSS LAKE TWP (T17 R5),MAINE
1587,UNKNOWN,E TWP,MAINE
1588,UNKNOWN,ELLIOTTSVILLE TWP,MAINE
1589,UNKNOWN,GRAND FALLS TOWNSHIP,MAINE
1590,UNKNOWN,GRINDSTONE/HERSEYTOWN/SOLDIERTOWN TWP,MAINE
1591,UNKNOWN,HERSEYTOWN TWP,MAINE
1592,UNKNOWN,INDIAN TOWNSHIP,MAINE
1593,UNKNOWN,LEXINGTON TWP/SPRING LAKE TWP,MAINE
1594,UNKNOWN,MATTAMISCONTIS TOWNSHIP,MAINE
1595,UNKNOWN,MILLINOCKET PENOBSCOT TOWNSHIPS,MAINE
1596,UNKNOWN,MILLINOCKET PISCATAQUS TOWNSHIPS,MAINE
1597,UNKNOWN,MILTON TWP,MAINE
1598,UNKNOWN,MOLUNKUS TWP,MAINE
1599,UNKNOWN,PERKINS TOWNSHIP,MAINE
1600,UNKNOWN,ROCKWOOD STRIP TWP,MAINE
1601,UNKNOWN,STATE UOCAVA,MAINE
1602,UNKNOWN,T10 R15 WELS,MAINE
1603,UNKNOWN,T10 SD TWP,MAINE
1604,UNKNOWN,T11 R4 WELS TWP,MAINE
1605,UNKNOWN,T12/R13 WELS/T9 R8 WELS,MAINE
1606,UNKNOWN,T15 R6 TWP,MAINE
1607,UNKNOWN,T17 R3 VAN BUREN COVE TWP,MAINE
1608,UNKNOWN,T22 MD TWP,MAINE
1609,UNKNOWN,T26 ED BPP TOWNSHIP,MAINE
1610,UNKNOWN,T3 ND TWP,MAINE
1611,UNKNOWN,T4 R3 TWP,MAINE
1612,UNKNOWN,T5 R7 TWP/T5 R8 TWP/T6 R8 TWPS,MAINE
1613,UNKNOWN,T7 SD TWP,MAINE
1614,UNKNOWN,T9 SD/T10 SD TWP,MAINE
1615,UNKNOWN,TD R2 WELS,MAINE
1616,UNKNOWN,WYMAN TWP,MAINE
1617,WALDO COUNTY,BELMONT,MAINE
1618,WALDO COUNTY,BROOKS,MAINE
1619,WALDO COUNTY,BURNHAM,MAINE
1620,WALDO COUNTY,FRANKFORT,MAINE
1621,WALDO COUNTY,FREEDOM,MAINE
1622,WALDO COUNTY,ISLESBORO,MAINE
1623,WALDO COUNTY,JACKSON,MAINE
1624,WALDO COUNTY,KNOX,MAINE
1625,WALDO COUNTY,LIBERTY,MAINE
1626,WALDO COUNTY,LINCOLNVILLE,MAINE
1627,WALDO COUNTY,MONROE,MAINE
1628,WALDO COUNTY,MONTVILLE,MAINE
1629,WALDO COUNTY,MORRILL,MAINE
1630,WALDO COUNTY,NORTHPORT,MAINE
1631,WALDO COUNTY,PALERMO,MAINE
1632,WALDO COUNTY,PROSPECT,MAINE
1633,WALDO COUNTY,SEARSMONT,MAINE
1634,WALDO COUNTY,SEARSPORT,MAINE
1635,WALDO COUNTY,STOCKTON SPRINGS,MAINE
1636,WALDO COUNTY,SWANVILLE,MAINE
1637,WALDO COUNTY,THORNDIKE,MAINE
1638,WALDO COUNTY,TROY,MAINE
1639,WALDO COUNTY,UNITY,MAINE
1640,WALDO COUNTY,WALDO,MAINE
1641,WALDO COUNTY,WINTERPORT,MAINE
1642,WASHINGTON COUNTY,ADDISON,MAINE
1643,WASHINGTON COUNTY,ALEXANDER,MAINE
1644,WASHINGTON COUNTY,BAILEYVILLE,MAINE
1645,WASHINGTON COUNTY,BARING PLT,MAINE
1646,WASHINGTON COUNTY,BEALS,MAINE
1647,WASHINGTON COUNTY,BEDDINGTON,MAINE
1648,WASHINGTON COUNTY,CALAIS,MAINE
1649,WASHINGTON COUNTY,CHARLOTTE,MAINE
1650,WASHINGTON COUNTY,CHERRYFIELD,MAINE
1651,WASHINGTON COUNTY,COLUMBIA,MAINE
1652,WASHINGTON COUNTY,COLUMBIA FALLS,MAINE
1653,WASHINGTON COUNTY,COOPER,MAINE
1654,WASHINGTON COUNTY,CRAWFORD,MAINE
1655,WASHINGTON COUNTY,CUTLER,MAINE
1656,WASHINGTON COUNTY,DANFORTH,MAINE
1657,WASHINGTON COUNTY,DEBLOIS,MAINE
1658,WASHINGTON COUNTY,DENNYSVILLE,MAINE
1659,WASHINGTON COUNTY,EAST MACHIAS,MAINE
1660,WASHINGTON COUNTY,EASTPORT,MAINE
1661,WASHINGTON COUNTY,GRAND LAKE STREAM PLT,MAINE
1662,WASHINGTON COUNTY,HARRINGTON,MAINE
1663,WASHINGTON COUNTY,JONESBORO,MAINE
1664,WASHINGTON COUNTY,JONESPORT,MAINE
1665,WASHINGTON COUNTY,LUBEC,MAINE
1666,WASHINGTON COUNTY,MACHIAS,MAINE
1667,WASHINGTON COUNTY,MACHIASPORT,MAINE
1668,WASHINGTON COUNTY,MARSHFIELD,MAINE
1669,WASHINGTON COUNTY,MEDDYBEMPS,MAINE
1670,WASHINGTON COUNTY,MILBRIDGE,MAINE
1671,WASHINGTON COUNTY,NORTHFIELD,MAINE
1672,WASHINGTON COUNTY,PEMBROKE,MAINE
1673,WASHINGTON COUNTY,PERRY,MAINE
1674,GRAND COUNTY,GRAND,COLORADO
1675,WASHINGTON COUNTY,PLEASANT POINT VOTING DISTRICT,MAINE
1676,WASHINGTON COUNTY,PRINCETON,MAINE
1677,WASHINGTON COUNTY,ROBBINSTON,MAINE
1678,WASHINGTON COUNTY,ROQUE BLUFFS,MAINE
1679,WASHINGTON COUNTY,STEUBEN,MAINE
1680,WASHINGTON COUNTY,TALMADGE,MAINE
1681,WASHINGTON COUNTY,TOPSFIELD,MAINE
1682,WASHINGTON COUNTY,VANCEBORO,MAINE
1683,WASHINGTON COUNTY,WAITE,MAINE
1684,WASHINGTON COUNTY,WESLEY,MAINE
1685,WASHINGTON COUNTY,WHITING,MAINE
1686,WASHINGTON COUNTY,WHITNEYVILLE,MAINE
1687,YORK COUNTY,ACTON,MAINE
1688,YORK COUNTY,ALFRED,MAINE
1689,YORK COUNTY,ARUNDEL,MAINE
1690,YORK COUNTY,BERWICK,MAINE
1691,YORK COUNTY,BIDDEFORD,MAINE
1692,YORK COUNTY,BUXTON,MAINE
1693,YORK COUNTY,CORNISH,MAINE
1694,YORK COUNTY,DAYTON,MAINE
1695,YORK COUNTY,ELIOT,MAINE
1696,YORK COUNTY,HOLLIS,MAINE
1697,YORK COUNTY,KENNEBUNK,MAINE
1698,YORK COUNTY,KENNEBUNKPORT,MAINE
1699,YORK COUNTY,KITTERY,MAINE
1700,YORK COUNTY,LEBANON,MAINE
1701,YORK COUNTY,LIMERICK,MAINE
1702,YORK COUNTY,LIMINGTON,MAINE
1703,YORK COUNTY,LYMAN,MAINE
1704,YORK COUNTY,NEWFIELD,MAINE
1705,WILBARGER COUNTY,WILBARGER,TEXAS
1706,YORK COUNTY,NORTH BERWICK,MAINE
1707,YORK COUNTY,OGUNQUIT,MAINE
1708,YORK COUNTY,OLD TOWN,MAINE
1709,YORK COUNTY,PARSONSFIELD,MAINE
1710,YORK COUNTY,SHAPLEIGH,MAINE
1711,YORK COUNTY,SOUTH BERWICK,MAINE
1712,YORK COUNTY,WATERBORO,MAINE
1713,YORK COUNTY,WELLS,MAINE
1714,YORK COUNTY,YORK,MAINE
1715,SUMMIT COUNTY,SUMMIT,COLORADO
1716,WILLACY COUNTY,WILLACY,TEXAS
1717,HOLMES COUNTY,HOLMES,MISSISSIPPI
1718,HAYS COUNTY,HAYS,TEXAS
1720,BROWN COUNTY,BROWN,TEXAS
1721,ESSEX COUNTY,NEWBURYPORT,MASSACHUSETTS
1722,WILLIAMSON COUNTY,WILLIAMSON,TEXAS
1723,WILSON COUNTY,WILSON,TEXAS
1724,WINKLER COUNTY,WINKLER,TEXAS
1725,,DISTRICT 21,ALASKA
1726,WISE COUNTY,WISE,TEXAS
1727,WOOD COUNTY,WOOD,TEXAS
1728,VAN BUREN COUNTY,VAN BUREN,TENNESSEE
1729,BASTROP COUNTY,BASTROP,TEXAS
1730,HEMPHILL COUNTY,HEMPHILL,TEXAS
1731,RANDOLPH COUNTY,RANDOLPH,GEORGIA
1732,,DISTRICT 10,ALASKA
1733,HENDERSON COUNTY,HENDERSON,TEXAS
1734,COMAL COUNTY,COMAL,TEXAS
1735,LARIMER COUNTY,LARIMER,COLORADO
1736,YOLO COUNTY,YOLO,CALIFORNIA
1737,ANDERSON COUNTY,ANDERSON,TEXAS
1738,HIDALGO COUNTY,HIDALGO,TEXAS
1739,INYO COUNTY,INYO,CALIFORNIA
1740,ANGELINA COUNTY,ANGELINA,TEXAS
1741,PUTNAM COUNTY,PUTNAM,GEORGIA
1742,SUMTER COUNTY,SUMTER,FLORIDA
1743,WILKES COUNTY,WILKES,NORTH CAROLINA
1744,CASSIA COUNTY,CASSIA,IDAHO
1745,COTTLE COUNTY,COTTLE,TEXAS
1746,GILPIN COUNTY,GILPIN,COLORADO
1747,YOAKUM COUNTY,YOAKUM,TEXAS
1748,COMANCHE COUNTY,COMANCHE,TEXAS
1749,HILL COUNTY,HILL,TEXAS
1750,CRANE COUNTY,CRANE,TEXAS
1751,EL PASO COUNTY,EL PASO,COLORADO
1752,TELLER COUNTY,TELLER,COLORADO
1753,FREMONT COUNTY,FREMONT,COLORADO
1754,YOUNG COUNTY,YOUNG,TEXAS
1755,HOCKLEY COUNTY,HOCKLEY,TEXAS
1756,WINSTON COUNTY,WINSTON,ALABAMA
1757,CROCKETT COUNTY,CROCKETT,TEXAS
1758,,DISTRICT 22,ALASKA
1759,ZAPATA COUNTY,ZAPATA,TEXAS
1760,CHAFFEE COUNTY,CHAFFEE,COLORADO
1761,CROSBY COUNTY,CROSBY,TEXAS
1762,ZAVALA COUNTY,ZAVALA,TEXAS
1763,HOOD COUNTY,HOOD,TEXAS
1764,HOPKINS COUNTY,HOPKINS,TEXAS
1765,BROOMFIELD COUNTY,BROOMFIELD,COLORADO
1766,CULBERSON COUNTY,CULBERSON,TEXAS
1767,HOUSTON COUNTY,HOUSTON,TEXAS
1768,CONCHO COUNTY,CONCHO,TEXAS
1769,BURLESON COUNTY,BURLESON,TEXAS
1770,,DISTRICT 11,ALASKA
1771,HOWARD COUNTY,HOWARD,TEXAS
1772,HUDSPETH COUNTY,HUDSPETH,TEXAS
1773,COOKE COUNTY,COOKE,TEXAS
1774,CORYELL COUNTY,CORYELL,TEXAS
1775,,DISTRICT 23,ALASKA
1776,BAYLOR COUNTY,BAYLOR,TEXAS
1777,ARMSTRONG COUNTY,ARMSTRONG,TEXAS
1778,HUNT COUNTY,HUNT,TEXAS
1779,BURNET COUNTY,BURNET,TEXAS
1780,DALLAM COUNTY,DALLAM,TEXAS
1781,HUTCHINSON COUNTY,HUTCHINSON,TEXAS
1782,DISTRICT OF COLUMBIA,WARD 8,DISTRICT OF COLUMBIA
1783,IRION COUNTY,IRION,TEXAS
1784,CALDWELL COUNTY,CALDWELL,TEXAS
1785,CALHOUN COUNTY,CALHOUN,TEXAS
1786,JACK COUNTY,JACK,TEXAS
1787,JACKSON COUNTY,JACKSON,TEXAS
1788,CARTER COUNTY,CARTER,TENNESSEE
1789,,DISTRICT 24,ALASKA
1790,JASPER COUNTY,JASPER,TEXAS
1791,DALLAS COUNTY,DALLAS,TEXAS
1792,JEFF DAVIS COUNTY,JEFF DAVIS,TEXAS
1793,JEFFERSON COUNTY,JEFFERSON,TEXAS
1794,CALLAHAN COUNTY,CALLAHAN,TEXAS
1795,JIM HOGG COUNTY,JIM HOGG,TEXAS
1796,JIM WELLS COUNTY,JIM WELLS,TEXAS
1797,,DISTRICT 25,ALASKA
1798,BEE COUNTY,BEE,TEXAS
1799,JOHNSON COUNTY,JOHNSON,TEXAS
1800,JONES COUNTY,JONES,TEXAS
1801,KARNES COUNTY,KARNES,TEXAS
1802,KAUFMAN COUNTY,KAUFMAN,TEXAS
1803,DAWSON COUNTY,DAWSON,TEXAS
1804,DENVER COUNTY,DENVER,COLORADO
1805,DEAF SMITH COUNTY,DEAF SMITH,TEXAS
1806,DELTA COUNTY,DELTA,TEXAS
1807,MACON COUNTY,MACON,TENNESSEE
1808,,DISTRICT 12,ALASKA
1809,DENTON COUNTY,DENTON,TEXAS
1810,DEWITT COUNTY,DE WITT,TEXAS
1811,DICKENS COUNTY,DICKENS,TEXAS
1812,DIMMIT COUNTY,DIMMIT,TEXAS
1813,DONLEY COUNTY,DONLEY,TEXAS
1814,,DISTRICT 13,ALASKA
1815,ATASCOSA COUNTY,ATASCOSA,TEXAS
1816,DUVAL COUNTY,DUVAL,TEXAS
1817,KENDALL COUNTY,KENDALL,TEXAS
1818,,DISTRICT 26,ALASKA
1819,EASTLAND COUNTY,EASTLAND,TEXAS
1820,KENEDY COUNTY,KENEDY,TEXAS
1821,KENT COUNTY,KENT,TEXAS
1822,ECTOR COUNTY,ECTOR,TEXAS
1823,EDWARDS COUNTY,EDWARDS,TEXAS
1824,ELLIS COUNTY,ELLIS,TEXAS
1825,LAUDERDALE COUNTY,LAUDERDALE,TENNESSEE
1826,KERR COUNTY,KERR,TEXAS
1827,KIMBLE COUNTY,KIMBLE,TEXAS
1828,KING COUNTY,KING,TEXAS
1829,,DISTRICT 27,ALASKA
1830,BELL COUNTY,BELL,TEXAS
1831,KINNEY COUNTY,KINNEY,TEXAS
1832,KLEBERG COUNTY,KLEBERG,TEXAS
1833,KNOX COUNTY,KNOX,TEXAS
1834,LAMAR COUNTY,LAMAR,TEXAS
1835,LAMB COUNTY,LAMB,TEXAS
1836,,DISTRICT 28,ALASKA
1837,LAMPASAS COUNTY,LAMPASAS,TEXAS
1838,,DISTRICT 14,ALASKA
1839,LA SALLE COUNTY,LA SALLE,TEXAS
1840,LAVACA COUNTY,LAVACA,TEXAS
1841,LEE COUNTY,LEE,TEXAS
1842,LEON COUNTY,LEON,TEXAS
1843,EL PASO COUNTY,EL PASO,TEXAS
1844,FRANKLIN COUNTY,FRANKLIN,KENTUCKY
1845,GARRARD COUNTY,GARRARD,KENTUCKY
1846,HARLAN COUNTY,HARLAN,KENTUCKY
1847,JEFFERSON COUNTY,JEFFERSON,KENTUCKY
1848,KNOTT COUNTY,KNOTT,KENTUCKY
1849,KNOX COUNTY,KNOX,KENTUCKY
1850,LARUE COUNTY,LARUE,KENTUCKY
1851,LAUREL COUNTY,LAUREL,KENTUCKY
1852,,DISTRICT 29,ALASKA
1853,LAWRENCE COUNTY,LAWRENCE,KENTUCKY
1854,LESLIE COUNTY,LESLIE,KENTUCKY
1855,LETCHER COUNTY,LETCHER,KENTUCKY
1856,MADISON COUNTY,MADISON,KENTUCKY
1857,MARION COUNTY,MARION,KENTUCKY
1858,MARTIN COUNTY,MARTIN,KENTUCKY
1859,MCCREARY COUNTY,MCCREARY,KENTUCKY
1860,MUHLENBERG COUNTY,MUHLENBERG,KENTUCKY
1861,NELSON COUNTY,NELSON,KENTUCKY
1862,OHIO COUNTY,OHIO,KENTUCKY
1863,OLDHAM COUNTY,OLDHAM,KENTUCKY
1864,PIKE COUNTY,PIKE,KENTUCKY
1865,PULASKI COUNTY,PULASKI,KENTUCKY
1866,ROWAN COUNTY,ROWAN,KENTUCKY
1867,SHELBY COUNTY,SHELBY,KENTUCKY
1868,SIMPSON COUNTY,SIMPSON,KENTUCKY
1869,SPENCER COUNTY,SPENCER,KENTUCKY
1870,TAYLOR COUNTY,TAYLOR,KENTUCKY
1871,WAYNE COUNTY,WAYNE,KENTUCKY
1872,WHITLEY COUNTY,WHITLEY,KENTUCKY
1873,JESSAMINE COUNTY,JESSAMINE,KENTUCKY
1874,HENDERSON COUNTY,HENDERSON,KENTUCKY
1875,WARREN COUNTY,WARREN,KENTUCKY
1876,BELL COUNTY,BELL,KENTUCKY
1877,BREATHITT COUNTY,BREATHITT,KENTUCKY
1878,BULLITT COUNTY,BULLITT,KENTUCKY
1879,BUTLER COUNTY,BUTLER,KENTUCKY
1880,CALLOWAY COUNTY,CALLOWAY,KENTUCKY
1881,CARTER COUNTY,CARTER,KENTUCKY
1882,CHRISTIAN COUNTY,CHRISTIAN,KENTUCKY
1883,FLOYD COUNTY,FLOYD,KENTUCKY
1884,LINCOLN COUNTY,LINCOLN,KENTUCKY
1885,SCOTT COUNTY,SCOTT,KENTUCKY
1886,LEE COUNTY,LEE,NORTH CAROLINA
1887,ORANGE COUNTY,ORANGE,NORTH CAROLINA
1888,DADE COUNTY,DADE,MISSOURI
1889,TALLAPOOSA COUNTY,TALLAPOOSA,ALABAMA
1890,CHIPPEWA COUNTY,CHIPPEWA,MICHIGAN
1891,NEW HAVEN COUNTY,WALLINGFORD,CONNECTICUT
1892,CROW WING COUNTY,CROW WING,MINNESOTA
1893,MENOMINEE COUNTY,MENOMINEE,MICHIGAN
1894,REYNOLDS COUNTY,REYNOLDS,MISSOURI
1895,HAMILTON COUNTY,HAMILTON,ILLINOIS
1896,CARVER COUNTY,CARVER,MINNESOTA
1897,LUMPKIN COUNTY,LUMPKIN,GEORGIA
1898,WAPELLO COUNTY,WAPELLO,IOWA
1899,MILLE LACS COUNTY,MILLE LACS,MINNESOTA
1900,DIXON COUNTY,DIXON,NEBRASKA
1901,PIKE COUNTY,PIKE COUNTY,ARKANSAS
1903,STEPHENSON COUNTY,STEPHENSON,ILLINOIS
1904,HUMBOLDT COUNTY,HUMBOLDT,IOWA
1905,WINONA COUNTY,WINONA,MINNESOTA
1906,ISANTI COUNTY,ISANTI,MINNESOTA
1908,MCLEAN COUNTY,MCLEAN,ILLINOIS
1909,KINGMAN COUNTY,KINGMAN,KANSAS
1910,COTTONWOOD COUNTY,COTTONWOOD,MINNESOTA
1911,LAUDERDALE COUNTY,LAUDERDALE,MISSISSIPPI
1912,DALE COUNTY,DALE,ALABAMA
1913,MARION COUNTY,MARION,IOWA
1914,HANCOCK COUNTY,HANCOCK,ILLINOIS
1915,DALLAS COUNTY,DALLAS,ALABAMA
1916,CLINTON COUNTY,CLINTON,MICHIGAN
1917,CRAWFORD COUNTY,CRAWFORD,OHIO
1918,POLK COUNTY,POLK COUNTY,ARKANSAS
1919,BLOUNT COUNTY,BLOUNT,ALABAMA
1920,WAYNE COUNTY,WAYNE,INDIANA
1921,COOS COUNTY,DALTON,NEW HAMPSHIRE
1922,RANDOLPH COUNTY,RANDOLPH COUNTY,ARKANSAS
1923,MUSKEGON COUNTY,MUSKEGON,MICHIGAN
1924,OTTER TAIL COUNTY,OTTER TAIL,MINNESOTA
1925,EARLY COUNTY,EARLY,GEORGIA
1926,COLUMBIA COUNTY,COLUMBIA,GEORGIA
1927,MONTGOMERY COUNTY,MONTGOMERY COUNTY,MARYLAND
1928,COFFEE COUNTY,COFFEE,ALABAMA
1929,HENRY COUNTY,HENRY,OHIO
1931,VERMILLION COUNTY,VERMILLION,INDIANA
1932,WASHINGTON COUNTY,WASHINGTON,NEBRASKA
1933,MERRIMACK COUNTY,DANBURY,NEW HAMPSHIRE
1934,OTTAWA COUNTY,OTTAWA,OHIO
1935,FAIRFIELD COUNTY,DANBURY,CONNECTICUT
1936,JEFFERSON COUNTY,JEFFERSON,MISSOURI
1937,IONIA COUNTY,IONIA,MICHIGAN
1938,IROQUOIS COUNTY,IROQUOIS,ILLINOIS
1939,PINE COUNTY,PINE,MINNESOTA
1940,CHARLES COUNTY,CHARLES COUNTY,MARYLAND
1941,CHEROKEE COUNTY,CHEROKEE,ALABAMA
1942,JOHNSON COUNTY,JOHNSON,KENTUCKY
1943,BRYAN COUNTY,BRYAN,GEORGIA
1944,MEEKER COUNTY,MEEKER,MINNESOTA
1945,MADISON COUNTY,MADISON,GEORGIA
1946,CRENSHAW COUNTY,CRENSHAW,ALABAMA
1947,HOWARD COUNTY,HOWARD,NEBRASKA
1948,FORREST COUNTY,FORREST,MISSISSIPPI
1949,RENVILLE COUNTY,RENVILLE,MINNESOTA
1950,CONTRA COSTA COUNTY,CONTRA COSTA,CALIFORNIA
1951,SWIFT COUNTY,SWIFT,MINNESOTA
1952,ROCKINGHAM COUNTY,DANVILLE,NEW HAMPSHIRE
1953,YELL COUNTY,YELL COUNTY,ARKANSAS
1954,VERMILION COUNTY,VERMILION,ILLINOIS
1955,ALLEGANY COUNTY,ALLEGANY COUNTY,MARYLAND
1956,WORTH COUNTY,WORTH,IOWA
1957,BLUE EARTH COUNTY,BLUE EARTH,MINNESOTA
1958,MORGAN COUNTY,MORGAN,ALABAMA
1959,BALDWIN COUNTY,BALDWIN,ALABAMA
1960,MARION COUNTY,MARION,MISSISSIPPI
1961,MADISON COUNTY,MADISON,OHIO
1962,UNION COUNTY,UNION,OHIO
1963,WATONWAN COUNTY,WATONWAN,MINNESOTA
1964,MCINTOSH COUNTY,MCINTOSH,GEORGIA
1965,OCONEE COUNTY,OCONEE,GEORGIA
1966,QUITMAN COUNTY,QUITMAN,MISSISSIPPI
